Year,Quarter,Origin City,Origin State,Destination City,Destination State,Passengers,MktFare,MktDistance,MktMilesFlown,Price Per Person (USD),Route,Is_Group,Fare_per_Mile,Log_Price_Per_Person,Route_Count,Route_Mean,Airline Code_AS,Airline Code_B6,Airline Code_DL,Airline Code_F9,Airline Code_UA,Airline Code_WN,Dist_Med,Dist_Long,Dist_XL,Predicted Price Per Person (USD)
2024,3,San Francisco,CA,Honolulu,HI,1,253.52,2398,2398,253.52,San Francisco–Honolulu,0,0.1057214345,5.539379418,3388,389.4728459,0,0,0,0,1,0,0,1,0,446.7650287
2024,3,San Francisco,CA,Honolulu,HI,1,255.96,2398,2398,255.96,San Francisco–Honolulu,0,0.1067389491,5.548920431,3388,389.4728459,0,0,0,0,1,0,0,1,0,446.7650287
2024,3,San Francisco,CA,Honolulu,HI,1,265.21,2398,2398,265.21,San Francisco–Honolulu,0,0.1105963303,5.584285471,3388,389.4728459,0,0,0,0,1,0,0,1,0,446.7650287
2024,3,San Francisco,CA,Honolulu,HI,1,268.74,2398,2398,268.74,San Francisco–Honolulu,0,0.1120683903,5.597458532,3388,389.4728459,0,0,0,0,1,0,0,1,0,446.7650287
2024,3,San Francisco,CA,Honolulu,HI,1,271.76,2398,2398,271.76,San Francisco–Honolulu,0,0.1133277731,5.608592288,3388,389.4728459,0,0,0,0,1,0,0,1,0,446.7650287
2024,3,San Francisco,CA,Honolulu,HI,1,276.29,2398,2398,276.29,San Francisco–Honolulu,0,0.1152168474,5.62506389,3388,389.4728459,0,0,0,0,1,0,0,1,0,446.7650287
2024,3,San Francisco,CA,Honolulu,HI,1,277.29,2398,2398,277.29,San Francisco–Honolulu,0,0.1156338616,5.628663735,3388,389.4728459,0,0,0,0,1,0,0,1,0,446.7650287
2024,3,San Francisco,CA,Honolulu,HI,1,282.83,2398,2398,282.83,San Francisco–Honolulu,0,0.1179441201,5.648375467,3388,389.4728459,0,0,0,0,1,0,0,1,0,446.7650287
2024,3,San Francisco,CA,Honolulu,HI,1,289.37,2398,2398,289.37,San Francisco–Honolulu,0,0.1206713928,5.671155972,3388,389.4728459,0,0,0,0,1,0,0,1,0,446.7650287
2024,3,San Francisco,CA,Honolulu,HI,1,289.87,2398,2398,289.87,San Francisco–Honolulu,0,0.1208798999,5.672876432,3388,389.4728459,0,0,0,0,1,0,0,1,0,446.7650287
2024,3,San Francisco,CA,Honolulu,HI,1,294.91,2398,2398,294.91,San Francisco–Honolulu,0,0.1229816514,5.690055354,3388,389.4728459,0,0,0,0,1,0,0,1,0,446.7650287
2024,3,San Francisco,CA,Honolulu,HI,1,286.12,2398,2398,286.12,San Francisco–Honolulu,0,0.1193160967,5.659900247,3388,389.4728459,0,0,0,0,1,0,0,1,0,446.7650287
2024,3,San Francisco,CA,Honolulu,HI,1,306.56,2398,2398,306.56,San Francisco–Honolulu,0,0.1278398666,5.72867019,3388,389.4728459,0,0,0,0,1,0,0,1,0,446.7650287
2024,3,San Francisco,CA,Honolulu,HI,1,310.46,2398,2398,310.46,San Francisco–Honolulu,0,0.1294662219,5.741270919,3388,389.4728459,0,0,0,0,1,0,0,1,0,446.7650287
2024,3,San Francisco,CA,Honolulu,HI,1,322.59,2398,2398,322.59,San Francisco–Honolulu,0,0.1345246038,5.779477282,3388,389.4728459,0,0,0,0,1,0,0,1,0,446.7650287
2024,3,San Francisco,CA,Honolulu,HI,1,323.09,2398,2398,323.09,San Francisco–Honolulu,0,0.1347331109,5.781021255,3388,389.4728459,0,0,0,0,1,0,0,1,0,446.7650287
2024,3,San Francisco,CA,Honolulu,HI,1,324.09,2398,2398,324.09,San Francisco–Honolulu,0,0.1351501251,5.784102067,3388,389.4728459,0,0,0,0,1,0,0,1,0,446.7650287
2024,3,San Francisco,CA,Honolulu,HI,1,331.14,2398,2398,331.14,San Francisco–Honolulu,0,0.1380900751,5.805556567,3388,389.4728459,0,0,0,0,1,0,0,1,0,446.7650287
2024,3,San Francisco,CA,Honolulu,HI,1,321.65,2398,2398,321.65,San Francisco–Honolulu,0,0.1341326105,5.776568144,3388,389.4728459,0,0,0,0,1,0,0,1,0,446.7650287
2024,3,San Francisco,CA,Honolulu,HI,1,338.69,2398,2398,338.69,San Francisco–Honolulu,0,0.1412385321,5.828033437,3388,389.4728459,0,0,0,0,1,0,0,1,0,446.7650287
2024,3,San Francisco,CA,Honolulu,HI,1,353.28,2398,2398,353.28,San Francisco–Honolulu,0,0.147322769,5.870087561,3388,389.4728459,0,0,0,0,1,0,0,1,0,446.7650287
2024,3,San Francisco,CA,Honolulu,HI,1,401.6,2398,2398,401.6,San Francisco–Honolulu,0,0.1674728941,5.997943513,3388,389.4728459,0,0,0,0,1,0,0,1,0,446.7650287
2024,3,San Francisco,CA,Honolulu,HI,1,427.73,2398,2398,427.73,San Francisco–Honolulu,0,0.1783694746,6.06082735,3388,389.4728459,0,0,0,0,1,0,0,1,0,446.7650287
